ID,question,answer,relevance
8320,what is an irregular heartbeat pvc,"In a normal heartbeat , the ventricles contract after the atria have helped to fill them by contracting ; in this way the ventricles can pump a maximized amount of blood both to the lungs and to the rest of the body .",0
2810,how deep can be drill for deep underwater,Then they use a mobile offshore drilling unit ( MODU ) to dig the initial well .,0
5780,how many US soldiers killed in Iraq war,( May 2008 ),0
8794,who discovered neptune the planet,The planet Neptune was mathematically predicted before it was directly observed .,0
984,who sings i am a man of constant sorrow,"`` Man of Constant Sorrow '' ( also known as `` I Am A Man of Constant Sorrow '' ) is a traditional American folk song first recorded by Dick Burnett , a partially blind fiddler from Kentucky .",1
6398,how many countries are member of the eu ?,Permanent diplomatic missions have been established around the world .,0
7192,how many wives did henry the 8th have,"Besides ruling with absolute power , he also engaged himself as an author and composer .",0
5112,what causes the seasons,"In some parts of the world , special `` seasons '' are loosely defined based on important events such as a hurricane season , tornado season or a wildfire season .",0
303,WHO IS HENRY SAMPSON JR .,"In June 2007 , Sampson was married to Laura Howzell Young in St. Thomas , U.S. Virgin Islands .",0
9114,what does the federal reserve do,"The Federal Reserve System has both private and public components , and was designed to serve the interests of both the general public and private bankers .",0
9081,what bird family is the owl,"Most are solitary and nocturnal , with some exceptions ( e.g. , the Northern Hawk Owl ) .",0
1274,when is the feast of St. Rita,"The marriage lasted for 18 years , during which she is remembered for her Christian values as a model wife and mother who made efforts to convert her husband from his abusive behavior .",0
7377,how is slugging percentage calculated,"The next year he slugged .846 , and these records went unbroken until 2001 , when Barry Bonds achieved 411 bases in 476 at-bats , bringing his slugging percentage to .863 , unmatched since .",0
5964,what produces calcitonin,"It acts to reduce blood calcium ( Ca2+ ) , opposing the effects of parathyroid hormone ( PTH ) .",0
2125,Who Started the Mormon Church,Central to Mormon faith is the belief that God speaks to his children and answers their prayers .,0
5105,what causes the seasons,"During May , June and July , the northern hemisphere is exposed to more direct sunlight because the hemisphere faces the sun .",0
742,when did thomson make the plum-pudding model,"Instead of a soup , the atom was also sometimes said to have had a `` cloud '' of positive charge .",0
3565,what are the sulfas,"Furosemide is a sulfonamide , but not a thiazide .",0
5967,what produces calcitonin,It belongs to calcitonin-like protein family .,0
256,What Are Mnemonic Devices,"Both of these words are derived from μνήμη ( mnēmē ) , `` remembrance , memory '' .",0
3305,what is bones job,"Its title character , Temperance Brennan , is named after the protagonist of Reichs ' crime novel series .",0
8644,where did the persian war take place,The Greco-Persian Wars ( also often called the Persian Wars ) were a series of conflicts between the Achaemenid Empire of Persia and city-states of the Hellenic world that started in 499 BC and lasted until 449 BC .,1
2837,What does Rapture meaning in a theological sense ?,"The other , older use of the term `` Rapture '' is simply as a synonym for the final resurrection generally , without a belief that a group of people is left behind on earth for an extended Tribulation period after the events of 1 Thessalonians 4:17 .",0
6998,what is the average american income,The residents of the household do not have to be related to the head of the household for their earnings to be considered part of the household 's income .,0
1403,when did sertraline come on the market,"For obsessive-compulsive disorder , sertraline is not as effective as cognitive behavioral therapy ; the best results have been achieved by combining these two treatments .",0
3542,what is a full job time ? ?,Overtime is legally paid out anytime an employee works more than 40 hours per week .,0
9059,what are the three primary colors in the subtractive color model,Light sources of various wavelengths are added in various proportions to produce a range of colors .,0
9694,who won the 2010 world cup,"New Zealand with their three draws were the only undefeated team in the tournament , but were also eliminated in the first round .",0
793,when did wwi begin,The war ended in victory for the Allies .,0
2183,What is the name of the late Major League old professor,"He ended his baseball career as the beloved manager for the then expansion New York Mets , which won over the hearts of New York partly due to the unique character of their veteran leader .",0
1495,Who is the rap singer in right round with kesha in the background ? * ( dancer ) *,The song features guest vocals from Kesha .,0
712,when is halley 's comet next,"During its 1986 apparition , Halley became the first comet to be observed in detail by spacecraft , providing the first observational data on the structure of a comet nucleus and the mechanism of coma and tail formation .",0
3606,what is a league in the sea,"Thus , a ship traveling one `` league '' has reached what was previously the farthest visible distance on the horizon .",0
